song_id,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_cq_mean,chroma_cq_std,chroma_cens_mean,chroma_cens_std,melspectrogram_mean,melspectrogram_std,mfcc_mean,mfcc_std,mfcc_delta_mean,mfcc_delta_std,rms_mean,rms_std,centroid_mean,centroid_std,spec_bw_mean,spec_bw_std,contrast_mean,contrast_std,flatness_mean,flatness_std,rolloff_mean,rolloff_std,poly_mean,poly_std,tonnetz_mean,tonnetz_std,zcr_mean,zcr_std,valence,arousal,label
230,80.74951172,19153,547.2285714,0.383109292,0.29262296,0.527707321,0.267625483,0.263839252,0.117141718,2.419988046,15.32836399,-0.890254446,38.94701453,0.013417332,1.946602473,0.956288517,0.040331226,2478.35795,516.5815496,2586.308701,304.4802533,20.2223878,7.460378865,0.026036181,0.037409052,5582.598776,1039.081406,1.156551432,1.409652292,-0.008127142,0.060194485,0.115432436,0.047559816,0.7375,0.3625,relax
587,172.265625,231122,1320.697143,0.362375177,0.284676637,0.50870426,0.25093903,0.258980776,0.127523687,3.150214472,14.47620838,-2.270101796,49.98947396,0.003203346,1.86682659,1.225063443,0.264916956,1875.37055,287.9789488,2112.415376,281.8900078,19.74863877,5.855574513,0.012680638,0.021590531,3734.076622,802.2013719,1.541000878,2.079993457,0.00813164,0.075678037,0.09132705,0.020745139,0.6,0.3875,relax
351,80.74951172,81972,1154.535211,0.344782323,0.293152639,0.519973225,0.260199252,0.259832924,0.125778316,14.55169237,84.3556159,2.812543801,37.04661152,0.012464826,2.63113622,2.106848955,0.241625115,1774.989065,661.0023348,2187.712058,479.3865132,21.18270717,6.173742004,0.011315218,0.027830634,3644.758244,1665.510914,2.862203425,3.360557528,0.012060453,0.062548016,0.071929827,0.036814169,0.55,0.275,relax
905,151.9990809,341780,1717.487437,0.423408409,0.295723784,0.385838113,0.287529327,0.225285446,0.180498757,15.14874216,133.6546538,3.876854092,31.89814787,0.009617361,2.119883819,2.14784193,0.276894569,2448.503851,784.5223584,2639.995174,469.6534365,21.37844702,7.383184986,0.018021816,0.031301454,5483.908349,1812.896374,2.478053226,2.976969685,0.012006089,0.096374738,0.08786796,0.057276314,0.575,0.475,relax
683,129.1992188,78268,879.4157303,0.307037779,0.300745462,0.444345515,0.273234456,0.24693775,0.149516156,6.640904303,44.02745875,-4.067246837,54.7812953,0.013463384,2.532105763,1.146046281,0.179466918,1446.678261,806.3224484,2014.86088,472.9409599,22.33683715,6.637159662,0.004791832,0.012650914,2829.318596,1768.549632,1.484563445,1.950332439,0.005514389,0.084409414,0.052963414,0.052669624,0.7375,0.2375,relax
548,112.3471467,50089,770.6,0.356942268,0.332675034,0.410065254,0.311307873,0.231608196,0.172310699,14.44184762,137.4733617,0.094857371,48.83115394,0.000874834,3.573490189,1.423880219,0.04033744,2128.509031,1056.461946,2573.793716,735.8447689,21.50745915,6.608679439,0.011306911,0.034007058,4931.751131,2597.846579,1.666421326,2.316428884,-0.002936431,0.088537593,0.063792293,0.051518259,0.55,0.45,relax
1,129.1992188,45496,689.3333333,0.400595191,0.298970801,0.402285857,0.316265908,0.226863182,0.178511708,6.725911866,52.54270233,1.460438877,33.68694276,0.01133568,3.960130488,1.923089862,0.035111114,2874.280246,1095.384271,2633.679801,478.1599337,21.29865253,7.041594253,0.038755186,0.055984721,5859.691693,1894.741686,1.912150245,2.296730288,0.013560646,0.099638222,0.130365079,0.087782819,0.575,0.4,relax
767,123.046875,49272,714.0869565,0.377932355,0.298106657,0.480330452,0.276717404,0.250895301,0.142775632,20.33444726,159.5651595,3.835322566,30.41323701,0.020771205,3.112006625,2.900025368,0.0937071,2402.406177,899.8514003,2349.220591,476.6484828,21.26656891,6.991051521,0.026179371,0.053713426,4925.433791,1729.092607,3.364106276,3.855216781,-0.024087938,0.074583882,0.110875482,0.068317556,0.5125,0.475,relax
486,95.703125,55519,854.1384615,0.329441473,0.309094967,0.454236941,0.289043104,0.254367392,0.136493821,5.382404503,31.43457707,-8.905011778,51.83157595,-0.000303352,3.620663782,1.299825907,0.055672936,2457.216945,1200.512315,2641.028395,567.902755,21.39110665,6.677999943,0.029590487,0.059625,5364.181294,2420.812558,1.428159954,2.00816613,0.007303602,0.092992508,0.114021626,0.107232908,0.575,0.375,relax
715,143.5546875,160309,1205.330827,0.315714834,0.29360224,0.530320804,0.254612319,0.262932398,0.11916328,9.760907109,46.45614591,1.728146591,31.36401723,0.011046603,1.997774546,1.839310408,0.028469309,2266.603455,607.7728387,2782.635488,378.9553264,20.59756388,5.950699347,0.016497523,0.026053442,5555.878611,1666.426119,2.406512879,2.542118775,0.004128417,0.070224124,0.079863314,0.031871123,0.525,0.325,relax
809,61.5234375,48516,1032.255319,0.227219517,0.298936474,0.375429003,0.286736092,0.233373661,0.169911941,2.480208151,19.40196834,-13.86309219,65.97636866,0.006421564,3.077355607,0.645004749,0.049988609,1633.700885,949.5293756,2075.361237,786.190865,24.18869152,6.214133052,0.005071144,0.034005791,3227.293916,2078.783184,0.78522325,1.039618006,0.003403674,0.112912223,0.056133848,0.043006593,0.65,0.1875,relax
462,117.4538352,22396,486.8695652,0.355757426,0.28350587,0.533601683,0.257356982,0.257228714,0.131021838,6.312110687,44.28975113,0.810257144,59.81190971,0.009441838,2.701336412,1.271343112,0.001421879,1250.073345,424.5939188,1716.673055,457.0187602,21.95359421,6.882500237,0.003864612,0.013641297,2639.937447,1125.102446,1.562859217,2.424484067,0.023919289,0.058257595,0.050531454,0.017051455,0.65,0.4125,relax
325,184.5703125,122565,942.8076923,0.430925219,0.285639716,0.38125922,0.309787752,0.218453418,0.18870993,17.35395609,147.4091867,4.950310417,30.45680994,0.014411402,3.137036652,2.16419673,0.053496443,2610.084215,824.0019377,2837.42649,376.7260661,21.78574992,6.672238013,0.018972488,0.026871117,6135.055891,1585.956963,2.509630125,2.977255989,0.009896423,0.099911624,0.075855277,0.052720272,0.6125,0.4875,relax
600,172.265625,51267,617.6746988,0.304690756,0.293783881,0.388053262,0.283071889,0.225071843,0.180765038,9.316139854,44.77504801,0.686301764,39.64237049,0.020945148,2.804419182,1.526586533,0.018706292,1748.11135,587.7036824,2198.996157,407.0695019,22.6558241,6.243663197,0.007713374,0.030376157,3465.968552,1404.135814,2.157015398,2.428375894,0.028437113,0.100285775,0.066772071,0.031884493,0.65,0.4125,relax
771,135.9991776,37509,595.3809524,0.45750929,0.273848874,0.576148846,0.240307056,0.271438016,0.098258519,1.41940008,8.194745401,0.491132748,30.04557255,0.021455134,2.076819982,1.192390442,0.014695402,3157.621511,476.3294637,2842.750491,243.0638579,18.44279527,6.76547181,0.076579317,0.047620341,6678.911545,840.2408721,1.248035721,1.462268152,-0.003454739,0.051824153,0.164477216,0.04153531,0.5625,0.425,relax
979,143.5546875,42699,637.2985075,0.332851221,0.288479831,0.365638057,0.283323528,0.215177257,0.192437215,5.691605642,27.87086431,0.347298033,55.47696596,0.013827822,2.283148667,1.266002178,0.116906695,1263.298355,513.6455518,1799.338537,458.452302,24.65227682,7.423120843,0.002982586,0.006862859,2485.40424,1249.107327,1.611610122,2.196172224,0.011104154,0.106801837,0.051634421,0.027274975,0.5125,0.3625,relax
508,54.97839096,25947,786.2727273,0.325762045,0.29593064,0.430572956,0.278962537,0.239487116,0.161180814,12.70932302,85.05574064,3.883589025,41.04865081,0.016696912,3.150151859,1.889025092,0.05958055,1664.955195,797.9315429,2081.269175,484.9638325,21.1980454,6.735681524,0.010735445,0.033114217,3535.256797,1708.469557,2.504622859,2.917887534,0.019120331,0.085716684,0.065559712,0.049423067,0.5375,0.3625,relax
544,99.38401442,154698,1432.388889,0.352697544,0.3032959,0.442860514,0.289705625,0.243632241,0.154844,12.25152511,69.0259438,3.094545885,43.2009806,0.005390839,3.095370454,1.89243865,0.073684104,1837.629181,964.6288534,2296.893112,590.5522548,21.39829067,5.93284692,0.01328563,0.030831013,3813.163869,2127.908596,2.342791374,2.962426674,0.021317821,0.086186223,0.069317055,0.058338434,0.625,0.45,relax
461,61.5234375,7149,397.1666667,0.36390215,0.285934006,0.437312881,0.274773985,0.243118652,0.155649138,7.878118215,47.93015865,1.997702848,40.67494673,0.029736267,2.752254141,1.636776447,0.028084874,1771.146903,846.5330993,2228.604356,463.8527772,21.28935851,6.283816916,0.012163407,0.026459217,3722.062816,1720.32668,2.050209298,2.515633656,0.03238423,0.089443299,0.068413126,0.056890464,0.6375,0.375,relax
299,69.83741554,28332,726.4615385,0.336817311,0.295763016,0.413914655,0.281586191,0.235122899,0.167483001,19.39995966,99.74785435,5.23166807,30.01319866,0.021967692,2.277635131,2.511867762,0.02474021,2198.332009,981.181479,2581.861511,467.1898861,21.53095269,6.086354127,0.014923161,0.03416425,4967.060733,1969.283216,3.06121972,3.364917376,-0.013839201,0.090778516,0.076629181,0.057736319,0.65,0.25,relax
151,151.9990809,297296,1589.818182,0.38338488,0.301993514,0.434185383,0.292921211,0.238883672,0.162073824,5.76372484,36.43962879,1.454121427,39.37143577,0.007990629,2.663280856,1.3907336,0.044693172,1968.644191,698.8475792,2325.21327,399.2333532,21.26846386,6.793407439,0.014373037,0.027682181,4270.131422,1549.39547,1.70073441,2.078163525,-0.003514261,0.090201657,0.070242724,0.043217551,0.6125,0.325,relax
897,107.6660156,60958,896.4411765,0.390469309,0.300329723,0.40004705,0.287549995,0.223543043,0.182652241,7.991877386,75.31067015,-1.475602689,38.42778178,0.006814289,2.255891997,1.652324677,0.397287458,2606.361163,808.890571,2672.663946,482.7667599,21.42149362,7.266992288,0.023962336,0.041742861,5666.569581,1790.48665,1.830922513,2.379454838,0.000362933,0.099424601,0.097640508,0.057798896,0.5625,0.3875,relax
463,95.703125,60720,920,0.373303001,0.307591941,0.566233715,0.252642593,0.273553716,0.092204651,7.585006227,55.62091807,-0.403197701,59.33255152,-0.000402954,3.124526102,1.515550256,0.311586857,1581.448437,700.8525188,2200.77,534.8204073,20.03282915,6.115351159,0.008627235,0.028020771,3335.224397,1880.832573,1.615689143,2.62705161,0.004006669,0.052162126,0.056967511,0.03861381,0.5625,0.3,relax
869,89.10290948,18965,526.8055556,0.413426824,0.289132811,0.482851418,0.27870792,0.250315503,0.143789716,19.9907845,170.0485684,7.380253917,26.80872429,0.00054281,2.172927867,2.419606924,0.022645671,2497.050544,809.0464214,2846.075923,359.0292634,19.26029422,5.538839751,0.022819841,0.03894167,5824.601727,1474.665655,2.912591026,3.260055866,0.007206808,0.069698846,0.078968518,0.051840794,0.5125,0.45,relax
415,123.046875,43922,720.0327869,0.300575358,0.294861071,0.469332937,0.27017578,0.25520013,0.134930452,6.957980407,38.93547011,-2.17482643,41.93669686,0.01874973,3.189729504,1.58862865,0.127085105,1932.761268,710.461344,2257.239986,518.1111693,21.49048842,6.080821313,0.013428212,0.025554022,4033.637058,1679.457371,2.038710042,2.530904042,-0.008226769,0.080035888,0.076791426,0.036752301,0.522727273,0.477272727,relax
810,112.3471467,47340,739.6875,0.30170315,0.299480801,0.468643006,0.268551788,0.254021828,0.137135861,3.775929464,22.33477769,-5.673436125,50.65611811,0.013541957,3.162772937,0.9986341,0.011554304,1874.201921,928.9784725,2137.898439,544.4583086,22.854137,6.664485924,0.012053813,0.036342073,3692.915796,1927.982873,1.297379719,1.682631009,-0.004592191,0.081843957,0.083901215,0.062228767,0.65,0.4125,relax
28,83.35433468,70055,1030.220588,0.46715708,0.267129596,0.463470117,0.275831734,0.24742234,0.148712874,28.51876814,154.6255891,9.367662109,29.87349326,0.009568417,1.968646758,2.883728743,0.058401626,1761.365712,535.2417401,2244.506067,321.4572197,19.67618675,7.252268098,0.008534524,0.015394498,3871.888109,1198.783168,4.207424884,4.475887241,0.016236433,0.068209785,0.058045358,0.03719561,0.575,0.4875,relax
358,172.265625,124992,954.1374046,0.378624091,0.306654635,0.47335984,0.291693989,0.255073846,0.135169028,8.515058823,65.44725372,2.711685657,37.22236099,0.010334534,3.818742199,1.75338769,0.105935059,2534.907721,1054.795244,2652.953966,621.3913683,21.17875578,6.998950137,0.021456618,0.039702445,5506.907665,2222.715177,1.920448544,2.429479831,-0.007496764,0.078515193,0.100183346,0.07513704,0.6875,0.3875,relax
354,83.35433468,46691,880.9622642,0.595432152,0.284686709,0.465146712,0.289941313,0.249821856,0.144645682,18.47636844,187.6317361,5.461103129,53.5982284,0.017213901,4.584704,1.478488803,0.021001283,1764.211422,1244.492574,2226.94263,897.2290917,20.73145737,7.167980147,0.010432166,0.0372205,3873.860691,2868.089487,1.824724974,2.481491249,0.047293946,0.107218722,0.043079144,0.050380629,0.5125,0.35,relax
763,103.359375,61918,872.084507,0.272782985,0.292593534,0.439232488,0.265724414,0.242432215,0.156716159,22.97176255,104.8075856,2.098013943,38.9958204,0.01501619,1.810898587,1.89234817,0.0495314,1338.944808,460.2661185,2028.483888,400.3190437,22.57866998,5.91922904,0.002300661,0.004682872,2674.386072,1322.023963,2.998259938,3.13643363,-0.026254312,0.091348397,0.045133979,0.014404711,0.55,0.3875,relax
170,86.1328125,51932,880.2033898,0.312375667,0.294369971,0.396093176,0.282739537,0.228027512,0.177021996,8.35312017,53.08534348,1.989883999,51.15320384,0.015209905,2.242365794,1.312057257,0.15532513,1398.567421,854.0814874,1866.490057,639.9900493,23.4166562,6.721990979,0.00434943,0.025873473,2721.411632,1824.641046,1.812542304,2.14347674,-0.011835568,0.104643144,0.05454568,0.043929799,0.6,0.3,relax
428,143.5546875,16561,403.9268293,0.403989794,0.30359577,0.489008663,0.286411604,0.257022528,0.131425848,11.00466838,93.71305765,-1.245942824,51.0764657,0.000899217,3.541744498,1.920908332,0.052344799,2389.702281,1043.120631,2572.068981,656.8947309,20.57473922,6.637833615,0.0227283,0.036912106,5221.155762,2289.344931,2.071907372,2.753692174,-0.00163845,0.07547093,0.086183697,0.066066903,0.5625,0.4875,relax
578,99.38401442,49554,786.5714286,0.257830487,0.292300094,0.4180528,0.298261794,0.225674145,0.180012538,9.145392551,59.18964894,2.797395563,44.06691228,0.011727793,1.919289175,1.569093823,0.22139208,2033.418677,878.5620702,2492.912709,564.3271447,21.48638815,6.385375003,0.012241811,0.029030276,4571.192256,2023.823555,1.950125242,2.464621301,0.025531922,0.09377818,0.074958317,0.050464303,0.625,0.4625,relax
609,99.38401442,31378,640.3673469,0.34986516,0.293530912,0.53434315,0.265834017,0.262735113,0.119597633,15.65016618,125.4763287,3.418854133,34.800966,0.019227774,2.338189779,2.121616602,0.12351457,1769.480939,570.1412838,2223.027026,407.7170556,21.50403015,7.413348047,0.009228706,0.027310671,3611.640802,1558.441555,2.988498909,3.432730363,-0.014319256,0.070639071,0.073393813,0.02808499,0.5125,0.4375,relax
356,129.1992188,160723,1275.579365,0.446563138,0.288488285,0.507955876,0.281243239,0.255281367,0.134776693,19.90118666,169.4256065,6.2284116,30.00281721,0.013024062,2.930243678,2.792736053,0.038967952,2183.13733,902.2218925,2363.199815,529.2729271,20.03433244,7.30583991,0.028308434,0.046717223,4558.59409,1926.499963,3.449498778,3.910704278,-0.000955945,0.072472517,0.092130515,0.058034355,0.5625,0.475,relax
310,151.9990809,43319,610.1267606,0.229541932,0.290842994,0.424788633,0.274690181,0.241297947,0.158457043,4.473590617,29.75715479,-4.056473287,44.93676473,0.012603417,2.116631537,1.046588778,0.043254197,1929.156906,678.2757119,2116.78138,432.4407368,23.46486681,6.405606493,0.008972499,0.034642864,3785.956766,1369.615935,1.375277459,1.605257802,0.021214381,0.085209692,0.088057155,0.051532397,0.675,0.4,relax
119,95.703125,114670,1260.10989,0.248238407,0.298065814,0.426599521,0.274091406,0.239690694,0.160877919,6.547491234,62.90483423,-2.779558402,44.87238342,0.004238663,2.350430253,1.341573119,0.090125658,2080.531221,1007.106538,2182.324649,519.0756454,22.71950172,6.406395473,0.016435554,0.040102754,3994.917238,1906.442968,1.57073494,2.007421035,-0.01360542,0.087255113,0.104807468,0.077309676,0.6625,0.4875,relax
621,117.4538352,19366,461.0952381,0.252525911,0.305560165,0.400366436,0.286499525,0.241034712,0.158857171,3.359028543,31.65973552,-10.10489565,48.35758816,0.014177295,3.109968089,1.044308901,0.001208484,2348.452717,1236.604869,2453.578536,428.1108521,22.17150574,6.553263425,0.016884184,0.043242294,4785.403063,2095.914475,0.998512065,1.321886614,0.001883008,0.093690161,0.103096731,0.106406568,0.55,0.3625,relax
174,112.3471467,25024,544,0.358005248,0.303693039,0.355509012,0.303455949,0.214850046,0.192802467,17.87094933,150.6218725,3.466725106,27.71922997,0.027138287,2.863397933,2.476007462,0.027521955,2850.842867,1039.294716,2871.193588,390.9913486,20.88865866,6.030454536,0.030472349,0.044640161,6367.110994,1703.585325,2.680580474,3.051806986,0.010071386,0.094625286,0.10972228,0.087665618,0.534090909,0.477272727,relax
953,95.703125,51677,833.5,0.479836644,0.288764716,0.38155829,0.305510446,0.225341446,0.180428839,8.118024221,113.9120567,0.862059777,58.07058122,0.004779176,4.360276713,1.140616894,0.091182947,2092.530652,1306.917254,2364.296544,847.9756295,21.02238267,7.124935258,0.016695948,0.037956089,4558.340385,2761.582394,1.211560945,1.818278137,0.024912795,0.101304701,0.076332334,0.079297795,0.55,0.3375,relax
706,135.9991776,47164,673.7714286,0.388934552,0.286616329,0.470184926,0.259901962,0.250590766,0.14330946,13.58765357,56.23299397,6.264027182,31.89922473,0.021207945,2.27670171,2.404391766,0.044333283,1966.67437,508.5503405,2290.359112,388.4147102,19.73964334,6.236000618,0.014127518,0.02915757,4265.735341,1239.947485,3.298714326,3.607079665,-0.011885992,0.074722918,0.077224156,0.030183382,0.6125,0.4,relax
235,95.703125,19267,520.7297297,0.473477004,0.294551282,0.649850439,0.235759916,0.277971659,0.077878687,13.7845376,176.8274677,2.96338488,40.48674233,0.027208866,3.2030378,1.572009444,0.013451785,1984.535686,595.9319935,2371.333085,310.9192032,19.35157507,7.914578516,0.012216976,0.032806356,4578.539722,1216.503026,1.958140543,2.66264704,0.018267289,0.04725559,0.07732221,0.048589559,0.7,0.45,relax
526,151.9990809,71608,786.9010989,0.614106,0.258169853,0.461950306,0.304534336,0.245823609,0.151340961,21.39235441,189.0680027,5.602533201,41.73084165,0.015092078,4.719356911,2.003535986,0.045524705,2328.986987,1170.105936,2637.564329,773.8355368,20.64994005,7.070849244,0.014398186,0.036530592,5393.048738,2459.247903,2.264019352,2.934215805,-0.030013488,0.078926402,0.076471697,0.071161262,0.525,0.4625,relax
864,99.38401442,146623,1396.409524,0.501619849,0.292734111,0.377907313,0.299994263,0.220481751,0.18633607,19.50797375,167.8800575,4.073813698,36.90208005,0.005320296,3.40918036,2.152398109,0.191255793,2346.966294,1023.479706,2594.369182,537.1671484,20.84492019,7.003420653,0.015749957,0.035571188,5022.927027,2262.382747,2.51176101,3.148350101,-0.02502676,0.098495811,0.076255869,0.065138485,0.409090909,0.488636364,sad
347,107.6660156,33768,649.3846154,0.293234266,0.29849812,0.45472314,0.273265374,0.25502426,0.13526256,13.23847657,104.2968073,-9.066640999,45.07203175,0.006660347,3.450085328,1.792162776,0.037104066,1653.140651,795.4145936,1841.88422,483.7784454,22.40095839,7.257280973,0.007868763,0.031112934,3184.596903,1583.323399,2.371926981,2.837911475,0.020726732,0.08328017,0.072863593,0.048112061,0.3375,0.1875,sad
123,73.828125,27239,698.4358974,0.318547833,0.294064326,0.467881497,0.275174794,0.247822239,0.148045503,10.47312683,61.33941729,3.425463534,31.98367094,0.014969291,1.909085219,1.865051627,0.015932679,2092.930238,524.5894235,2458.086512,314.785147,21.27483371,6.691029661,0.011852656,0.013874233,4762.028555,1160.093668,2.466306218,2.755233354,-0.002259765,0.079902607,0.079982115,0.031138303,0.4875,0.3125,sad
885,95.703125,90490,1117.160494,0.472221697,0.3006157,0.486396964,0.290402508,0.254347338,0.136531187,5.254297984,69.71657491,-0.21622597,49.1476582,-0.00127537,5.030518776,1.56483686,0.221398562,2935.148129,1383.460827,2823.62837,557.2432083,18.60474759,6.39764956,0.044807609,0.061246295,6120.944978,2243.827936,1.265502818,2.233881764,0.003778737,0.063205042,0.127638942,0.118145828,0.4875,0.425,sad
591,161.4990234,39880,586.4705882,0.608894222,0.278408003,0.393843545,0.300026317,0.22446418,0.181519049,21.29338393,167.3154648,6.70288521,60.99783037,0.025857619,4.689690523,1.707544684,0.065785758,1355.489828,1105.620873,1903.367117,974.6509637,20.52305838,7.413151517,0.006227003,0.033056498,2921.917038,2604.328608,2.085704148,2.657226662,0.046247917,0.129116631,0.023563238,0.031205937,0.35,0.25,sad
260,123.046875,90586,974.0430108,0.442305548,0.319920605,0.44762679,0.300276943,0.244197713,0.153950676,17.96649924,223.1562363,-0.946451652,39.54977518,0.004208947,4.005871331,1.722409248,0.020219821,2311.73407,1050.25204,2374.301487,493.3357674,21.24923899,7.045245441,0.022879191,0.044560399,4815.972005,2072.3997,1.961060584,2.739583704,0.015224836,0.09819096,0.089913434,0.069042357,0.3,0.4625,sad
775,112.3471467,76377,931.4268293,0.42360546,0.279142326,0.47257633,0.269876586,0.247458534,0.148652639,4.47390591,24.69797402,1.162188902,33.13390561,0.016417331,2.253770318,1.595912814,0.040729739,2356.662474,629.8480238,2318.636927,399.65924,19.80926841,6.961287219,0.025252869,0.035628725,4884.103923,1284.736373,1.959129483,2.208129925,-0.008308731,0.074419787,0.111391187,0.045673119,0.475,0.3375,sad
516,112.3471467,21472,499.3488372,0.413846676,0.305425515,0.482633355,0.272065513,0.255435077,0.134485147,6.101555201,104.5886971,-3.484224119,39.14366047,0.003333009,2.629624991,1.18522799,0.083828546,3119.068632,936.2501925,2765.450745,351.9855604,21.50397172,6.858972781,0.037267894,0.057253212,6273.205118,1566.843114,1.129773191,1.704507766,0.008139076,0.076364781,0.168600942,0.105881118,0.4625,0.4,sad
446,129.1992188,143368,1194.733333,0.303362259,0.300067449,0.49588069,0.27114411,0.255325033,0.134693953,11.69984546,65.72977748,2.975054998,38.07511844,0.012815339,2.299595331,1.832244158,0.231343314,1893.9896,756.4703595,2337.950311,467.7064219,21.47625008,6.198740655,0.012292291,0.030638961,4095.121951,1911.007459,2.492969435,2.890399642,-0.005321563,0.080259275,0.075915598,0.045033506,0.4875,0.425,sad
705,161.4990234,124901,1015.455285,0.278310284,0.298071961,0.485932913,0.274691313,0.248229447,0.147361715,12.22416084,82.65320367,0.917144088,55.69329414,0.017512183,2.106311331,1.176152229,0.157678142,1025.33572,547.6590636,1498.304763,439.0155187,22.90264019,6.717970252,0.00208564,0.023484793,1796.513968,1288.348923,1.916679462,2.351104532,0.018024879,0.066941184,0.045378118,0.027446092,0.4375,0.1875,sad
694,135.9991776,31150,546.4912281,0.454855942,0.306001128,0.486645232,0.308941557,0.246009865,0.151038007,14.49880739,180.4421153,-1.584470772,36.19961668,0.026238835,4.581944082,2.188593626,0.011802393,3208.76674,1239.416765,2968.167893,469.2923817,19.4792329,6.139598969,0.053407658,0.067155331,6816.103228,2064.724411,2.001447141,2.964606858,0.011977036,0.082612643,0.142965878,0.11612418,0.3375,0.3875,sad
